City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
290,san carlos de bariloche,75,AR,1595706864.0,100,-41.15,-71.31,33.8,10.29
291,alugan,3,PH,1595706734.0,80,12.22,125.48,80.53,1.57
292,lata,0,PT,1595706738.0,76,40.16,-8.33,72.0,5.01
293,sobolevo,87,RU,1595706889.0,92,54.43,31.9,59.68,9.93
294,nouadhibou,40,MR,1595706901.0,88,20.93,-17.03,71.6,20.8
295,klyuchi,96,RU,1595707001.0,87,52.27,79.17,64.47,9.98
296,leh,42,IN,1595706953.0,37,34.17,77.58,63.9,0.83
297,luanda,40,AO,1595706763.0,88,-8.84,13.23,71.6,1.12
298,narsaq,75,GL,1595706910.0,81,60.92,-46.05,50.0,9.17
299,sur,54,OM,1595706912.0,60,22.57,59.53,87.85,12.46
300,makakilo city,40,US,1595707002.0,62,21.35,-158.09,84.2,10.29
301,yar-sale,72,RU,1595706892.0,83,66.83,70.83,52.43,5.32
302,tanout,6,NE,1595707002.0,33,14.97,8.89,92.89,8.01
303,vestmanna,100,FO,1595707002.0,93,62.16,-7.17,51.8,21.92
304,puerto palomas,1,MX,1595707002.0,42,31.77,-107.62,86.0,4.03
305,abeche,88,TD,1595707002.0,73,13.83,20.83,78.4,18.5
306,krasnik,100,PL,1595707002.0,60,50.92,22.23,71.6,5.82
307,vadakku valliyur,92,IN,1595707003.0,68,8.38,77.65,79.9,8.7
308,acari,22,PE,1595707003.0,46,-15.43,-74.62,71.13,8.16
309,karachi,75,PK,1595706841.0,74,24.91,67.08,87.8,6.93
310,cabadiangan,59,PH,1595707003.0,82,9.75,122.47,77.25,0.98
311,sao joao da barra,0,BR,1595707003.0,57,-21.64,-41.05,78.8,18.34
312,husavik,90,IS,1595707003.0,81,66.04,-17.34,48.2,16.11
313,kamenka,0,RU,1595707003.0,62,51.32,42.77,60.01,4.09
314,kabanjahe,40,ID,1595707003.0,94,3.1,98.49,78.8,5.82
315,jiwani,100,PK,1595707003.0,84,25.05,61.74,83.66,18.81
316,tecpan,75,GT,1595707003.0,61,14.76,-90.99,78.8,11.41
317,hamilton,40,US,1595706881.0,49,39.18,-84.53,91.99,5.82
318,richards bay,0,ZA,1595707003.0,69,-28.78,32.04,66.09,16.13
319,nome,40,US,1595706734.0,71,64.5,-165.41,57.0,3.36
320,herat,0,AF,1595707003.0,24,34.5,62.0,78.08,13.38
321,teguldet,86,RU,1595707004.0,97,57.31,88.17,53.26,4.29
322,turukhansk,89,RU,1595707004.0,81,65.82,87.98,53.06,4.9
323,christchurch,0,NZ,1595706773.0,92,-43.53,172.63,39.0,3.36
324,taguatinga,0,BR,1595707004.0,19,-12.39,-46.57,89.15,7.58
325,vardo,0,NO,1595706904.0,80,70.37,31.11,57.02,13.04
326,kultuk,0,RU,1595707004.0,80,51.72,103.7,58.24,3.36
327,kahului,40,US,1595706867.0,48,20.89,-156.47,87.8,13.87
328,saldanha,0,ZA,1595706714.0,76,-33.01,17.94,57.2,1.12
329,bowmore,20,US,1595707004.0,52,34.94,-79.3,91.99,3.36
330,galle,100,LK,1595707004.0,82,6.04,80.22,79.84,14.81
331,olinda,75,BR,1595706745.0,65,-8.01,-34.86,80.6,17.22
332,santiago del estero,0,AR,1595707005.0,21,-27.8,-64.26,69.22,13.42
333,wanaka,78,NZ,1595707005.0,80,-44.7,169.15,37.04,4.14
334,reconquista,0,AR,1595707005.0,43,-29.15,-59.65,59.41,5.32
335,kasongo,63,CD,1595707005.0,33,-4.45,26.67,78.19,4.56
336,turayf,0,SA,1595706720.0,19,31.67,38.66,87.8,6.93
337,buraydah,40,SA,1595706756.0,29,26.33,43.98,98.6,3.36
338,coihaique,75,CL,1595706761.0,93,-45.58,-72.07,42.8,2.24
339,nemuro,100,JP,1595706719.0,90,43.32,145.57,57.18,2.68
340,ocosingo,65,MX,1595707005.0,50,17.07,-92.25,84.06,6.67
341,emerald,90,AU,1595706715.0,87,-23.53,148.17,53.6,5.82
342,vitim,74,RU,1595707006.0,70,59.45,112.56,54.9,3.51
343,urucara,96,BR,1595707006.0,47,-2.54,-57.76,92.14,1.86
344,pincher creek,1,CA,1595706846.0,32,49.48,-113.95,71.01,9.17
345,cayenne,8,GF,1595707006.0,78,4.93,-52.33,80.6,6.93
346,ouro preto,0,BR,1595707006.0,61,-20.39,-43.51,65.62,4.9
347,whitehorse,75,CA,1595707006.0,39,60.72,-135.05,62.6,17.22
348,taonan,0,CN,1595707006.0,61,45.33,122.78,73.69,4.59
349,saint-francois,94,FR,1595706905.0,44,46.42,3.91,77.0,6.93
350,hay river,20,CA,1595706735.0,49,60.82,-115.8,69.8,6.93
351,aswan,0,EG,1595707006.0,15,24.09,32.91,94.96,11.72
352,bad schwalbach,90,DE,1595707006.0,41,50.13,8.07,77.0,4.7
353,ladario,74,BR,1595707006.0,45,-19.0,-57.6,68.0,12.75
354,oshnaviyeh,0,IR,1595707007.0,64,37.04,45.1,69.8,9.17
355,ulladulla,90,AU,1595707007.0,100,-35.35,150.47,54.0,5.82
356,beohari,7,IN,1595707007.0,74,24.05,81.38,78.84,3.69
357,dumas,40,US,1595707007.0,45,35.87,-101.97,91.99,5.82
358,cap malheureux,67,MU,1595706921.0,57,-19.98,57.61,69.01,11.99
359,yadrin,0,RU,1595707007.0,90,55.94,46.21,53.53,4.43
360,santa maria,20,BR,1595706785.0,41,-29.68,-53.81,59.0,12.75
361,aykhal,90,RU,1595706725.0,100,66.0,111.5,48.2,11.18
362,saint-denis,100,FR,1595707007.0,64,48.92,2.33,72.0,12.75
363,okoneshnikovo,43,RU,1595707007.0,87,54.84,75.08,56.75,5.41
364,wagar,0,SD,1595707007.0,51,16.15,36.2,87.04,19.22
365,dryden,90,CA,1595707007.0,74,49.78,-92.75,80.6,9.17
366,kruisfontein,0,ZA,1595706898.0,45,-34.0,24.73,61.16,10.22
367,antalaha,72,MG,1595707008.0,83,-14.9,50.28,67.46,11.7
368,makat,0,KZ,1595707008.0,28,47.65,53.35,79.27,13.02
369,san jose,0,US,1595706910.0,30,37.34,-121.89,84.99,2.8
370,nanortalik,100,GL,1595706891.0,82,60.14,-45.24,44.73,7.52
371,jasper,20,US,1595706845.0,52,37.2,-94.35,91.99,6.93
372,rawson,0,AR,1595707008.0,45,-43.3,-65.1,56.91,19.8
373,clinton,90,US,1595706992.0,54,42.59,-82.92,89.01,9.17
374,hirara,100,JP,1595707008.0,78,24.8,125.28,85.21,11.68
375,buala,98,SB,1595706920.0,82,-8.14,159.59,80.26,10.51
376,bandarbeyla,44,SO,1595706904.0,78,9.49,50.81,77.47,31.45
377,camacha,75,PT,1595707008.0,73,33.08,-16.33,71.6,13.87
378,bolivar,98,US,1595707008.0,52,37.61,-93.41,91.99,4.41
379,lajas,9,PR,1595707009.0,72,18.05,-67.06,89.01,3.0
380,veraval,100,IN,1595707009.0,81,20.9,70.37,82.72,5.75
381,ketchikan,90,US,1595706893.0,93,55.34,-131.65,59.0,12.75
382,orocue,93,CO,1595707009.0,90,4.79,-71.34,75.49,8.43
383,bansko,27,BG,1595707009.0,79,41.84,23.49,55.0,0.67
384,ixtapa,40,MX,1595706725.0,79,20.7,-105.2,89.01,9.17
385,kaitangata,86,NZ,1595706907.0,70,-46.28,169.85,44.01,3.0
386,havre-saint-pierre,75,CA,1595706920.0,68,50.23,-63.6,69.8,20.8
387,martapura,75,ID,1595707009.0,94,-3.42,114.85,75.2,3.36
388,kiama,100,AU,1595707009.0,95,-34.68,150.87,55.99,1.99
389,muana,22,BR,1595707009.0,48,-1.53,-49.22,90.5,1.54
390,ostrovnoy,30,RU,1595706727.0,83,68.05,39.51,58.89,6.35
391,rocha,0,UY,1595706900.0,68,-34.48,-54.33,48.42,7.99
392,cairns,1,AU,1595707004.0,93,-16.92,145.77,62.6,4.92
393,adrar,0,MR,1595707010.0,7,20.5,-10.07,103.57,7.49
394,guisa,40,CU,1595707010.0,52,20.25,-76.54,93.2,9.17
395,chokurdakh,100,RU,1595706894.0,45,70.63,147.92,75.16,5.86
396,la paz,75,BO,1595707010.0,18,-16.5,-68.15,53.6,8.05
397,clermont,96,FR,1595707010.0,82,49.5,2.42,66.2,10.29
398,comodoro rivadavia,40,AR,1595706896.0,57,-45.87,-67.5,51.8,13.87
399,florence,0,IT,1595706733.0,39,43.77,11.25,84.99,3.36
400,saint-pierre,90,RE,1595706894.0,56,-21.34,55.48,68.0,24.16
401,sorland,100,NO,1595707010.0,90,67.67,12.69,53.67,15.26
402,tornio,90,FI,1595707010.0,93,65.85,24.15,57.2,6.93
403,taltal,0,CL,1595707010.0,31,-25.4,-70.48,68.47,7.09
404,palpa,0,PE,1595707010.0,29,-14.53,-75.19,79.99,9.84
405,kloulklubed,75,PW,1595707010.0,88,7.04,134.26,78.8,4.7
406,jiangyou,72,CN,1595707011.0,80,31.77,104.72,67.66,4.47
407,quatre cocos,75,MU,1595707011.0,60,-20.21,57.76,69.01,17.22
408,bud,40,US,1595707011.0,54,39.45,-86.18,86.0,2.66
409,monster,100,NL,1595707011.0,93,52.03,4.17,64.0,4.0
410,mananara,60,MG,1595707011.0,83,-16.17,49.77,66.42,9.42
411,arona,0,ES,1595707011.0,69,28.1,-16.68,77.0,6.93
412,linhai,100,CN,1595707011.0,100,28.85,121.12,79.0,1.72
413,revda,20,RU,1595707011.0,63,56.8,59.93,66.2,4.47
414,cabedelo,20,BR,1595706717.0,65,-6.98,-34.83,80.6,17.22
415,fenelon falls,75,CA,1595706755.0,51,44.53,-78.75,84.0,8.05
416,hofn,100,IS,1595706913.0,81,64.25,-15.21,51.17,14.45
417,hambantota,99,LK,1595706911.0,76,6.12,81.12,80.92,20.09
418,viedma,100,AR,1595706780.0,51,-40.81,-63.0,52.0,13.0
419,kavaratti,100,IN,1595707012.0,78,10.57,72.64,81.75,13.69
420,daru,56,PG,1595707012.0,88,-9.08,143.21,77.14,15.73
421,gat,0,IL,1595706916.0,61,31.61,34.76,82.0,5.59
422,san cristobal,40,VE,1595706724.0,41,7.77,-72.22,93.2,4.7
423,ust-omchug,1,RU,1595707012.0,77,61.15,149.63,53.58,4.88
424,ilulissat,75,GL,1595706913.0,87,69.22,-51.1,48.2,10.29
425,taoudenni,80,ML,1595706920.0,14,22.68,-3.98,107.1,9.35
426,concepcion,90,CL,1595707012.0,81,-36.83,-73.05,53.6,10.29
427,alofi,30,NU,1595707012.0,83,-19.06,-169.92,71.6,10.29
428,pochutla,40,MX,1595707012.0,62,15.74,-96.47,91.0,7.45
429,yanam,0,IN,1595707012.0,86,16.73,82.22,79.84,3.06
430,wattegama,100,LK,1595707013.0,75,6.8,81.48,77.74,4.92
431,korla,0,CN,1595706915.0,54,41.76,86.15,87.01,1.99
432,rio grande,0,BR,1595706852.0,36,-32.03,-52.1,60.8,13.87
433,gamba,23,GA,1595707013.0,78,-2.65,10.0,72.37,5.06
434,qaqortoq,75,GL,1595706909.0,81,60.72,-46.03,50.0,9.17
435,zeya,99,RU,1595707013.0,93,53.75,127.27,64.35,2.55
436,kango,99,GA,1595706742.0,84,0.19,10.1,74.1,4.47
437,kalmar,98,SE,1595707013.0,63,56.66,16.36,60.8,8.05
438,arlit,47,NE,1595706914.0,20,18.74,7.39,99.86,2.26
439,aden,58,YE,1595706908.0,71,12.78,45.04,85.33,7.99
440,moree,75,AU,1595707013.0,87,-29.47,149.85,53.6,6.93
441,presidencia roque saenz pena,0,AR,1595706893.0,35,-26.79,-60.44,61.36,5.88
442,sioux lookout,75,CA,1595707013.0,69,50.1,-91.92,80.6,10.29
443,zhezkazgan,0,KZ,1595707014.0,53,47.8,67.71,70.63,6.31
444,saint stephen,75,GB,1595707014.0,93,50.33,-4.9,62.01,16.11
445,san andres,75,CO,1595707014.0,70,12.58,-81.7,87.8,9.17
446,nyrob,16,RU,1595707014.0,61,60.73,56.72,57.85,6.24
447,brokopondo,19,SR,1595707014.0,55,4.75,-55.17,87.94,3.24
448,mandalgovi,88,MN,1595707014.0,81,45.76,106.27,59.81,20.38
449,port hedland,1,AU,1595707014.0,30,-20.32,118.57,59.0,11.41
450,simplicio mendes,94,BR,1595707014.0,40,-7.85,-41.91,83.61,10.42
451,kattivakkam,40,IN,1595707014.0,78,13.22,80.32,80.6,10.29
452,college,90,US,1595707014.0,76,64.86,-147.8,57.2,1.01
453,hovd,3,MN,1595706732.0,47,48.01,91.64,64.67,5.23
454,elizabeth city,40,US,1595707014.0,62,36.29,-76.25,91.0,6.93
455,olafsvik,85,IS,1595706723.0,75,64.89,-23.71,48.49,29.84
456,maxixe,20,MZ,1595707015.0,77,-23.86,35.35,64.4,8.05
457,longyearbyen,0,SJ,1595706894.0,68,78.22,15.64,64.4,11.41
458,vila velha,20,BR,1595707015.0,69,-20.33,-40.29,79.0,11.41
459,bambanglipuro,100,ID,1595707015.0,82,-7.95,110.28,72.28,7.52
460,ossora,0,RU,1595707015.0,57,59.24,163.07,62.58,1.74
461,taremskoye,20,RU,1595707015.0,93,55.93,43.04,53.6,2.28
462,alyangula,5,AU,1595706911.0,100,-13.85,136.42,64.4,4.7
463,tambopata,75,PE,1595707015.0,88,-12.73,-69.18,75.2,4.7
464,timizart,0,DZ,1595707015.0,44,36.8,4.27,79.88,7.27
465,kimbe,63,PG,1595707015.0,81,-5.55,150.14,77.79,6.93
466,khorixas,0,NA,1595707016.0,29,-20.37,14.97,63.21,10.04
467,sibu,40,MY,1595707016.0,94,2.3,111.82,75.2,3.36
468,poum,1,NC,1595706913.0,80,-20.23,164.02,73.29,20.24
469,ballina,90,AU,1595707016.0,93,-28.87,153.57,60.8,5.82
470,axim,55,GH,1595706894.0,83,4.87,-2.24,75.38,9.48
471,gizo,1,SB,1595707016.0,76,-8.1,156.84,80.83,5.73
472,mezen,56,RU,1595707016.0,89,65.85,44.24,56.3,4.94
473,humberto de campos,12,BR,1595707016.0,58,-2.6,-43.46,86.32,1.48
474,ndele,28,CF,1595707016.0,94,8.41,20.65,70.38,1.57
475,birao,0,CF,1595707016.0,86,10.28,22.79,74.8,7.07
476,ishigaki,100,JP,1595707016.0,79,24.34,124.16,85.21,13.67
477,carutapera,68,BR,1595707016.0,87,-1.2,-46.02,79.11,7.49
478,grindavik,75,IS,1595707017.0,81,63.84,-22.43,50.0,25.28
479,thaba nchu,0,ZA,1595707017.0,60,-29.21,26.84,41.0,1.12
480,odweyne,38,SO,1595707017.0,46,9.41,45.06,76.28,17.58
481,kodinsk,65,RU,1595707017.0,71,58.69,99.18,52.74,2.53
482,sunrise manor,1,US,1595706993.0,14,36.21,-115.07,99.0,8.05
483,inhambane,20,MZ,1595707017.0,77,-23.86,35.38,64.4,9.33
484,saint-joseph,90,RE,1595707017.0,56,-21.37,55.62,68.0,24.16
485,kota bahru,20,MY,1595707017.0,94,6.13,102.24,78.8,4.23
486,tavda,92,RU,1595707017.0,64,58.04,65.27,56.82,2.93
487,guerrero negro,4,MX,1595706898.0,53,27.98,-114.06,76.86,16.44
488,veseloyarsk,100,RU,1595707018.0,72,51.28,81.11,64.31,7.94
489,alappuzha,93,IN,1595707018.0,84,9.49,76.33,78.6,1.74
490,kendari,41,ID,1595707018.0,90,-3.94,122.5,71.74,4.43
491,biltine,65,TD,1595707018.0,65,14.53,20.92,80.44,20.07
492,meridian,1,US,1595706725.0,21,43.61,-116.39,84.0,8.05
493,aklavik,90,CA,1595706904.0,87,68.22,-135.01,51.8,8.05
494,sitka,90,US,1595706725.0,87,57.05,-135.33,57.2,4.7
495,soure,1,BR,1595706742.0,76,-0.72,-48.52,83.07,10.92
496,boden,100,SE,1595707018.0,82,65.83,21.69,57.2,10.29
497,ovidiu,0,RO,1595707018.0,73,44.27,28.57,73.4,5.82
498,moranbah,10,AU,1595707018.0,80,-22.0,148.05,57.07,0.63
499,eureka,20,US,1595706903.0,72,40.8,-124.16,70.0,4.7
500,westport,1,US,1595706963.0,45,41.14,-73.36,90.0,11.41
501,muisne,75,EC,1595707019.0,83,0.6,-80.03,78.8,9.17
502,makinsk,57,KZ,1595707019.0,91,52.63,70.42,55.38,4.61
503,talaya,0,RU,1595707019.0,61,61.38,152.75,63.01,4.36
504,dicabisagan,99,PH,1595707019.0,83,17.08,122.42,78.01,3.47
505,mount isa,0,AU,1595706898.0,44,-20.73,139.5,57.2,18.34
506,kharitonovo,100,RU,1595707019.0,94,61.4,47.5,56.05,3.38
507,solhan,0,TR,1595707019.0,32,38.96,41.03,67.6,1.9
508,avera,40,US,1595707019.0,66,33.19,-82.53,86.0,5.82
509,talara,48,PE,1595707019.0,64,-4.58,-81.27,73.4,17.22
510,marsh harbour,89,BS,1595706666.0,70,26.54,-77.06,84.0,22.28
511,nuevo progreso,100,MX,1595706914.0,47,23.17,-97.95,95.0,14.0
512,kasungu,29,MW,1595707019.0,86,-13.03,33.48,55.56,4.81
513,broken hill,0,AU,1595706926.0,93,-31.95,141.43,42.8,4.7
514,udachnyy,90,RU,1595707020.0,100,66.42,112.4,48.2,11.18
515,dashitou,99,CN,1595707020.0,94,43.31,128.51,55.56,6.11
516,toora-khem,100,RU,1595707020.0,93,52.47,96.11,53.24,1.19
517,bonavista,2,CA,1595707020.0,75,48.65,-53.11,64.87,15.64
518,portales,20,US,1595707020.0,40,34.19,-103.33,91.0,9.17
519,atambua,93,ID,1595707020.0,86,-9.11,124.89,66.13,6.91
520,senador jose porfirio,32,BR,1595707020.0,52,-2.59,-51.95,88.39,2.35
521,la rioja,33,ES,1595707020.0,51,42.25,-2.5,80.6,5.82
522,wahpeton,40,US,1595707020.0,74,46.27,-96.61,84.0,6.93
523,ourem,0,PT,1595707021.0,75,39.64,-8.59,73.99,14.83
524,skjervoy,27,NO,1595707021.0,71,70.03,20.97,57.47,14.12
525,roald,20,NO,1595707021.0,76,62.58,6.13,60.01,14.99
526,tulun,100,RU,1595707021.0,92,54.56,100.58,59.05,5.06
527,port macquarie,90,AU,1595706894.0,100,-31.43,152.92,57.2,6.93
528,vostok,12,RU,1595707021.0,98,46.49,135.88,54.7,3.6
529,tomaszow lubelski,100,PL,1595706778.0,77,50.45,23.42,69.01,2.24
530,bosaso,17,SO,1595707021.0,54,11.28,49.18,88.93,4.54
531,owando,92,CG,1595707021.0,66,-0.48,15.9,78.19,0.74
532,banda aceh,96,ID,1595706902.0,80,5.56,95.32,79.59,7.92
533,iralaya,40,HN,1595706896.0,70,15.0,-83.23,89.6,11.41
534,coxim,1,BR,1595706854.0,26,-18.51,-54.76,90.45,7.65
535,thames,40,NZ,1595707021.0,98,-37.13,175.53,51.01,4.76
536,omboue,17,GA,1595707022.0,77,-1.57,9.26,73.58,6.33
537,mandan,1,US,1595706981.0,48,46.83,-100.89,93.99,4.7
538,moose factory,75,CA,1595707022.0,78,51.26,-80.61,80.6,6.93
539,red bluff,1,US,1595706990.0,26,40.18,-122.24,96.01,3.36
540,kozhevnikovo,0,RU,1595707022.0,94,56.26,83.97,53.82,2.77
541,hobyo,8,SO,1595707022.0,79,5.35,48.53,76.96,22.64
542,tabuk,100,PH,1595707022.0,90,17.42,121.44,73.54,3.4
543,saint-quentin,100,FR,1595707022.0,93,49.83,3.33,64.4,13.87
544,altamira,36,BR,1595707022.0,48,-3.2,-52.21,90.95,2.28
545,fort nelson,75,CA,1595706883.0,45,58.81,-122.7,68.0,10.29
546,ardakan,20,IR,1595707022.0,12,32.31,54.02,96.8,6.93
547,coro,39,VE,1595707022.0,59,11.4,-69.67,87.37,19.17
548,nantucket,20,US,1595707022.0,83,41.28,-70.1,77.0,8.05
549,esso,100,RU,1595707023.0,61,55.93,158.7,56.5,5.57
550,wasilla,90,US,1595707002.0,87,61.58,-149.44,60.01,2.66
551,waspan,40,NI,1595707023.0,70,14.74,-83.97,89.6,11.41
552,sladkovo,0,RU,1595707023.0,92,55.53,70.34,52.36,6.35
553,flin flon,40,CA,1595707023.0,54,54.77,-101.86,78.8,4.7
554,vao,1,NC,1595707023.0,83,-22.67,167.48,70.79,20.65
555,north myrtle beach,75,US,1595706754.0,74,33.82,-78.68,81.0,9.17
556,leiyang,100,CN,1595707023.0,77,26.4,112.86,82.53,2.73
557,awjilah,0,LY,1595706912.0,44,29.11,21.29,82.94,18.41
558,acapulco,20,MX,1595706887.0,58,16.86,-99.89,87.8,6.93
559,abnub,0,EG,1595707024.0,33,27.27,31.15,87.8,11.41
560,hauterive,100,FR,1595707024.0,36,46.09,3.45,77.0,3.44
561,santona,20,ES,1595707024.0,78,43.44,-3.46,71.6,4.7
562,weymouth,75,US,1595707024.0,51,42.22,-70.94,91.0,12.75
563,metro,88,ID,1595707024.0,89,-5.11,105.31,72.34,4.09
564,cloquet,40,US,1595707024.0,62,46.72,-92.46,84.2,10.29
565,ambilobe,100,MG,1595707024.0,52,-13.2,49.05,73.29,6.15
566,mournies,0,GR,1595707024.0,69,35.48,24.01,77.0,5.82
567,ponta delgada,20,PT,1595707024.0,73,37.73,-25.67,71.6,11.41
568,lucea,40,JM,1595706910.0,66,18.45,-78.17,91.4,16.11
569,puerto madryn,97,AR,1595707024.0,46,-42.77,-65.04,57.02,16.62
570,puerto escondido,40,MX,1595706893.0,62,15.85,-97.07,87.8,8.05
571,hohhot,20,CN,1595707025.0,93,40.81,111.65,64.4,2.24
572,catuday,99,PH,1595707025.0,79,16.29,119.81,81.59,3.65
573,cayambe,75,EC,1595707025.0,68,0.05,-78.13,64.4,17.22
574,burnie,0,AU,1595707025.0,80,-41.07,145.92,41.0,4.0
575,batagay,69,RU,1595707025.0,49,67.63,134.63,70.63,5.82
576,somerset,20,US,1595707025.0,58,40.57,-74.55,90.0,5.82
577,neiafu,40,TO,1595707025.0,78,-18.65,-173.98,75.2,8.05
578,waingapu,100,ID,1595707025.0,83,-9.66,120.26,71.37,10.63
579,kokkola,73,FI,1595707025.0,87,63.84,23.13,57.99,4.7
580,rincon,75,US,1595707025.0,88,32.3,-81.24,84.2,8.7
581,hoquiam,1,US,1595706999.0,72,46.98,-123.89,62.6,13.87
582,belmonte,40,BR,1595707026.0,73,-15.86,-38.88,77.0,4.7
